customer_id,first_name,last_name,email,phone,address,city,state,country,zip_code,registration_date,customer_segment,acquisition_channel
C000290,Cassandra,Poole,dustinortiz@example.com,312.572.0144,"901 Randall Prairie, Brettchester, WI 81127",South Julie,Iowa,Afghanistan,37844,2024-12-02,Basic,Organic
C000291,Elizabeth,Ford,duncanjoshua@example.com,721.964.7751x41169,"2326 Ethan Lock, Sharpstad, SC 85949",Josephmouth,Texas,Kiribati,02684,2024-09-07,Premium,Email
C000292,Kayla,Johnson,hoodkayla@example.net,977-298-9055,"5480 Madison Gardens, West Christianhaven, MH 08922",East Christopherstad,North Dakota,Bermuda,50450,2025-05-25,Premium,Paid Search
C000293,Brandon,Williams,qgarcia@example.org,(617)542-8785x375,"109 Anthony Lane Suite 104, Phillipsland, IN 66749",East Christineborough,Michigan,Somalia,11750,2024-01-14,Basic,Referral
C000294,Ashley,George,tbutler@example.net,347-623-6100,"24799 Shepard Spurs Apt. 148, South Brittany, VT 10145",East Brian,Arkansas,Saint Kitts and Nevis,44796,2025-01-17,Standard,Organic
C000295,Shannon,Werner,ramirezangela@example.com,+1-452-508-4521x5557,"630 Erickson Extension, South Jonathan, MT 77551",Martinshire,Georgia,Somalia,75855,2024-12-22,Basic,Paid Search
C000296,Jeremy,Lee,fwalters@example.com,200.903.5925,"6709 Nguyen River, North Thomas, CO 64160",West Matthewhaven,Maryland,Mozambique,28660,2025-01-16,Premium,Email
C000297,Emily,Allen,markmoss@example.org,+1-957-276-2209x4479,"213 Lang Dam Apt. 310, Cervantesborough, AZ 08796",East Justin,Vermont,Morocco,69452,2025-01-18,Premium,Email
C000298,George,Cruz,hgibson@example.org,(645)219-8830x250,"Unit 1932 Box 3981, DPO AE 31101",Christopherburgh,Delaware,New Caledonia,45507,2023-08-13,Basic,Referral
C000299,Charles,Perez,jared23@example.net,4839032621,"202 Dean Rapids Suite 853, Port Rachel, HI 87729",West William,Utah,Timor-Leste,02113,2025-05-09,Basic,Referral
C000300,Alicia,Morgan,dblevins@example.net,001-594-892-1213x5702,"72269 Hanna Trail, Noahtown, OH 96991",New Christopherland,New Mexico,Gambia,21262,2025-01-31,Standard,Email
C000301,Blake,Martinez,rebeccacraig@example.org,(244)234-8580,"68969 Amy Locks Apt. 053, Christopherport, ME 80037",New Mark,New Jersey,Haiti,97381,2023-09-18,Basic,Referral
C000302,Stephen,Fowler,gonzalezjesse@example.net,220.792.3238x7967,"613 Bell Path, New Michaelberg, OH 22483",Davidhaven,Ohio,Chile,20196,2025-04-18,Standard,Referral
C000303,Elizabeth,Bishop,aliciafinley@example.org,001-888-814-9808x547,"4778 Julie Junctions Suite 594, Lake Roberta, MI 96845",Jacquelinemouth,West Virginia,Finland,97134,2025-04-12,Standard,Paid Search
C000304,Douglas,Jacobs,dblackwell@example.com,(222)399-6934x60169,"PSC 2144, Box 2536, APO AA 60510",Oneillborough,South Carolina,Palau,15118,2024-01-13,Basic,Email
C000305,David,Glover,grayeric@example.org,(476)575-5824,"8945 Jason Causeway, South Jennifer, ID 15452",Sherrybury,Delaware,Denmark,73548,2025-06-19,Standard,Social Media
C000306,Jenna,Burgess,luis07@example.org,569.310.9120,"0547 Mcbride Oval Suite 896, Coxton, NM 82903",Lake Kaitlyn,California,Bolivia,17634,2024-09-30,Premium,Social Media
C000307,Matthew,Rocha,nicholas73@example.com,+1-341-696-5720,"75122 Crystal Hollow Apt. 511, Francisville, NE 25078",New Richardburgh,Hawaii,Tonga,25457,2025-04-05,Basic,Email
C000308,Alyssa,Lopez,fgibbs@example.com,796-412-8054x445,"78208 Marcus Plains, South Reginafurt, LA 46099",North Nathanfort,Oklahoma,American Samoa,17498,2023-09-16,Basic,Paid Search
C000309,Charles,Greene,john88@example.net,2754977815,"2731 Jeffrey Avenue, West Mary, FM 06594",Martintown,Kentucky,British Virgin Islands,87293,2023-09-23,Standard,Email
C000310,Jennifer,Flores,dmacias@example.org,+1-535-803-2966,"9607 Garcia Lakes, West Warren, VA 08324",North Ryanview,Colorado,Indonesia,57310,2024-11-14,Premium,Social Media
C000311,Charles,Holden,matthew28@example.net,8383117953,"0958 Erica Divide, Gardnerborough, OR 15823",Kimberlyshire,Delaware,Jordan,31362,2023-11-06,Premium,Social Media
C000312,Steven,May,valerie46@example.com,+1-465-684-1644x597,"72705 Christopher Pines Apt. 401, Christopherfurt, MN 90387",Hendersonshire,Hawaii,Kenya,03904,2024-08-05,Standard,Social Media
C000313,Scott,Herrera,phillipbowen@example.org,777-681-2438x29001,"976 Kathryn Loop, Hollowayhaven, AZ 85297",North Conniehaven,Montana,Tonga,76287,2025-03-06,Basic,Organic
C000314,Angela,Smith,kathleen90@example.org,+1-556-620-9437x2979,"76866 Brittany Crescent Apt. 014, Klinechester, NV 95676",North Justinport,Maine,Mauritius,27263,2024-05-17,Premium,Paid Search
C000315,Anna,Torres,williamsdaniel@example.com,001-441-841-3688x38501,"USS Ayala, FPO AE 08007",Port Elizabethton,Iowa,Mongolia,06693,2025-07-30,Premium,Email
C000316,Paul,Wu,hollandbrittany@example.org,451-219-4011,"089 Williams Square Apt. 701, South Kevin, PW 58890",Jessicachester,New Jersey,Paraguay,09575,2023-12-10,Basic,Paid Search
C000317,Michelle,Davis,bbaker@example.com,900.981.0606x65963,"26260 Philip Vista Apt. 519, Cunninghamburgh, RI 29814",South Autumnton,Georgia,Taiwan,93601,2024-10-20,Basic,Paid Search
C000318,Christopher,Crawford,zbyrd@example.com,5652216712,"USS Clark, FPO AE 60842",West Maria,California,Swaziland,03694,2025-06-30,Premium,Email
C000319,Amanda,Rivera,eschultz@example.net,385.247.1888,"347 Palmer Glens Suite 627, East Ricardo, LA 59254",Ericaborough,Utah,Sweden,15293,2024-09-05,Standard,Social Media
C000320,Austin,Hall,dawncook@example.com,782-388-7844,"499 Hansen Burgs Suite 536, Jamesland, SC 20715",North Aaron,Nebraska,Tajikistan,03858,2025-05-13,Basic,Email
C000321,Tyler,Wheeler,castrologan@example.org,3896392278,"760 Candice Canyon Suite 830, South Patrickland, WV 94961",East Reneestad,Oklahoma,Latvia,76753,2024-12-17,Standard,Organic
C000322,Amy,Howard,nicole39@example.org,001-385-383-9410x1245,"62983 Michael Trail Apt. 569, East Angelaland, UT 20461",Lake Christian,Montana,Eritrea,00852,2025-06-11,Premium,Email
C000323,Christopher,Lucero,kellyromero@example.org,398-200-5724,"608 Elizabeth Spurs, Port Harold, NJ 79911",Port Jessicachester,Kentucky,South Georgia and the South Sandwich Islands,70965,2024-05-09,Standard,Referral
C000324,Eric,Brown,emily56@example.org,932-396-4372x27999,"0819 Garcia Gateway Suite 105, Ortizton, OR 27980",North Amy,California,Sweden,78591,2024-10-22,Basic,Organic
C000325,Dean,Hess,eric05@example.org,(373)697-2603,"PSC 4463, Box 9643, APO AE 90793",Sarahhaven,West Virginia,Cambodia,38356,2025-06-21,Basic,Email
C000326,Pamela,Wolfe,james25@example.net,665-714-0085x1095,"2688 Rose Burgs Apt. 845, North Emilyfurt, WY 05364",South Dawn,Montana,French Guiana,15852,2023-10-15,Standard,Organic
C000327,David,Flores,dpaul@example.org,561-478-1641x4487,"818 Castillo Plaza Suite 456, East Michaelton, MA 31693",New Kimberlyton,South Dakota,Syrian Arab Republic,29513,2023-12-18,Standard,Social Media
C000328,Brian,Romero,maryjones@example.com,+1-206-585-0640x599,"4704 Matthew Trail, East Veronica, FL 31764",Port Deborahstad,Arizona,Senegal,83511,2024-12-06,Standard,Email
C000329,Samuel,Perez,ewalters@example.com,604.233.4779,"876 Jennifer Road, New Markfort, KS 51599",Lake Lisafurt,North Carolina,Costa Rica,98564,2024-09-17,Basic,Referral
C000330,Johnny,Richards,vlucero@example.net,350.379.8151x10286,"1300 Michael Spur Apt. 467, Rodriguezberg, NE 24176",North Deanna,Nebraska,Croatia,96880,2024-10-29,Basic,Paid Search
C000331,Autumn,Warren,hodgesdavid@example.com,804-703-0185,"USCGC Collins, FPO AE 86717",Tinabury,New Mexico,Monaco,47088,2025-02-16,Standard,Paid Search
C000332,Anne,Rodriguez,samantha84@example.com,+1-514-818-9906x2806,"995 Casey Skyway, Ronaldfurt, UT 39627",Mayerchester,Connecticut,Belarus,38319,2025-06-27,Standard,Email
C000333,Vicki,Sutton,williamfox@example.org,4537333499,"315 Martin Station, Port Margaretmouth, HI 20321",Ashleefort,Indiana,South Africa,05792,2023-09-18,Standard,Organic
C000334,Laurie,Leon,kristinabeasley@example.net,3365849239,"7745 Tracy Islands Suite 714, West Bonnieland, KY 31184",West Stephanieland,Kansas,Djibouti,70702,2025-03-08,Standard,Social Media
C000335,Micheal,Wyatt,jasonlowe@example.net,348.891.5943x67358,"Unit 1978 Box 0280, DPO AA 01512",New Jasonmouth,Hawaii,Niue,56198,2023-08-20,Basic,Email
C000336,Craig,Rowe,heathermcdonald@example.org,212-368-9228x5506,"2973 Danielle Common, Erinfort, TX 09352",Andrewhaven,Wisconsin,Greece,20765,2025-01-18,Basic,Paid Search
C000337,Jessica,Beard,robert04@example.net,+1-589-745-4011,"USNV Thomas, FPO AA 17092",Lake Andrealand,South Dakota,Brazil,80023,2023-08-21,Standard,Paid Search
C000338,Gina,Cruz,denisekerr@example.org,509-680-0672x36229,"0565 Arthur Prairie, West Rebecca, DE 52398",East Jeffrey,Tennessee,Uruguay,27327,2023-12-06,Basic,Referral
C000339,Lisa,Gomez,michaelrogers@example.org,001-988-751-7816x765,"925 Faulkner Summit, North Christophertown, CT 11514",Fernandotown,Connecticut,United States Virgin Islands,89686,2024-02-21,Premium,Email
C000340,Alexis,Barnes,kristina12@example.net,740-526-9015x7708,"5991 Williams Row, Bryceport, WI 85603",Ballardtown,Alaska,Yemen,73516,2024-10-22,Basic,Referral
C000341,Carol,Kaufman,nathaniel19@example.com,(946)844-0471,"4150 Lori Divide, Leeburgh, MS 78829",East Jeanshire,Maine,Ethiopia,33687,2025-05-19,Basic,Organic
C000342,Donna,Rodriguez,tyler70@example.com,4338353616,"836 Diaz Alley Suite 778, New Douglasshire, AZ 67604",Delgadoside,Missouri,Italy,92990,2023-09-04,Premium,Email
C000343,Joseph,Beck,mcampos@example.net,+1-269-659-0981,"9651 Carter Avenue, Lake Paulchester, AK 87156",Morganview,Massachusetts,Liberia,57792,2025-01-14,Premium,Email
C000344,Nicholas,May,josephcastro@example.org,282-827-4705x906,"964 Price Highway Apt. 952, Brendanton, OK 48926",Whitemouth,Mississippi,Guinea,15503,2023-08-07,Premium,Organic
C000345,Sarah,Gregory,uwilliams@example.com,225.547.8148,"7404 Daniel Causeway Suite 288, Normanton, OH 97229",East Elizabeth,Louisiana,Mauritania,25769,2023-12-28,Standard,Email
C000346,Hannah,Hooper,curtis84@example.com,001-894-696-8499x3191,"6778 Patel Flat Apt. 598, Watsonfort, TN 06101",New Claudiatown,Minnesota,Guyana,16223,2024-08-30,Standard,Paid Search
C000347,Shannon,Martinez,douglas72@example.com,226-598-6591x78318,"016 Brown Burg Suite 807, North Steven, PA 68473",Dannymouth,Arizona,Kiribati,28797,2024-12-07,Standard,Social Media
C000348,Becky,Smith,huntersara@example.net,340.572.9246x6113,"77609 Colleen Motorway Apt. 216, Lake Jamie, UT 94728",West Danielleport,Kentucky,Croatia,68497,2024-07-07,Standard,Email
C000349,Lisa,Carter,ymartinez@example.com,+1-308-432-1366,"2271 George Valleys Apt. 086, Davidsonstad, MT 99438",Leonbury,Connecticut,Panama,41931,2024-05-28,Standard,Email
C000350,Tami,Arnold,iphillips@example.com,(270)223-6058x868,"098 Heather Ford, East Philip, VI 44467",Lake Cindy,Virginia,Antigua and Barbuda,73211,2024-08-15,Standard,Organic
C000351,Jason,Gillespie,craig89@example.net,001-204-322-7588x8976,"428 Johnson Squares Suite 765, Martinmouth, DE 78729",Newmanton,Utah,San Marino,96546,2023-10-13,Standard,Organic
C000352,John,Welch,terrence84@example.org,(499)422-3653x47114,"Unit 5187 Box 4285, DPO AA 18696",Kellyside,Oklahoma,Heard Island and McDonald Islands,70334,2024-03-23,Basic,Referral
C000353,Maurice,Porter,tiffany51@example.net,+1-579-559-4936x91164,"5102 Hamilton Turnpike Suite 715, Nicolebury, PA 57776",Colechester,Massachusetts,Nigeria,59455,2025-07-30,Premium,Social Media
C000354,Misty,Wright,shepardheather@example.org,001-679-337-9793x90907,"035 Cody Prairie, Bradleymouth, GU 86679",New Jessicaport,Mississippi,Mexico,70537,2025-06-23,Premium,Organic
C000355,Kevin,Miller,nathancross@example.com,001-450-200-6514x8036,"2896 Erica Points Apt. 170, North Thomas, NH 48710",Port Sarahchester,Ohio,Myanmar,54457,2025-05-30,Basic,Organic
C000356,Jessica,Martinez,daniel38@example.net,(427)764-3494x360,"02028 Curtis Walk, Port Ronald, RI 88288",West Frederick,Utah,Christmas Island,15394,2025-03-12,Premium,Paid Search
C000357,Carolyn,Harrington,michaelreid@example.net,340.792.6458x82778,"038 Smith Inlet Suite 735, South Alejandromouth, IA 76782",Martineztown,Iowa,Tonga,75421,2024-02-04,Premium,Organic
C000358,Alicia,Shelton,randallsmith@example.org,001-237-766-7970,"747 Thomas Highway, Yangport, WI 69865",Coxborough,Rhode Island,Venezuela,52909,2024-09-03,Basic,Paid Search
C000359,Veronica,Gray,iallen@example.net,001-881-416-9965x7056,"91613 Larson Well, East Aaron, MO 56884",Robertside,South Dakota,Norway,50326,2024-07-18,Premium,Paid Search
C000360,Michael,Mcclain,ronaldwilliams@example.org,(755)999-5040x8492,"Unit 0204 Box 0900, DPO AA 58240",Lake Daniel,Michigan,Argentina,73824,2024-04-08,Standard,Organic
C000361,Elizabeth,Anderson,davidsmith@example.com,+1-710-726-2886,"23959 Angela Lake Suite 802, Munozton, KY 96538",Port Teresa,Nevada,Cocos (Keeling) Islands,09476,2024-05-23,Basic,Paid Search
C000362,Darlene,Small,ymoore@example.net,523-978-0331x811,"USCGC Griffin, FPO AE 59992",Krystalside,Oregon,Montserrat,41037,2025-06-16,Standard,Social Media
C000363,Gina,Myers,nixonpamela@example.org,665-650-5464,"Unit 5067 Box 6187, DPO AA 97378",North Dylanton,Montana,Jordan,45407,2023-10-18,Standard,Paid Search
C000364,Patrick,Jones,dgonzales@example.org,001-944-223-7667,"PSC 7130, Box 3244, APO AA 31485",Ebonyfort,Idaho,Israel,97797,2024-08-21,Basic,Referral
C000365,Amanda,Acevedo,patrickferguson@example.net,001-796-600-2252x545,"9243 Jimmy Port, Jaimeside, VT 14955",North Richardside,North Dakota,Palau,05434,2023-12-11,Basic,Organic
C000366,Tracey,Martinez,lkline@example.org,320-546-6430x162,"PSC 0269, Box 6724, APO AE 99808",Port Eric,Tennessee,Ethiopia,75284,2024-08-31,Premium,Social Media
C000367,Sarah,Stephens,kellychristina@example.com,(425)712-1575x652,"6538 Franklin Rue Apt. 163, Port Carolinehaven, PR 96124",New Todd,Rhode Island,Germany,61161,2024-06-30,Premium,Referral
C000368,Anthony,Ramsey,zwood@example.com,735-489-9434x83208,"2834 Hall Mission, Parkerfort, OH 69256",Katherineview,Idaho,Lebanon,45363,2024-05-29,Premium,Social Media
C000369,Christopher,Long,colemanamy@example.com,001-305-620-8314x234,"3549 Desiree Squares Suite 033, Thomasmouth, NC 38362",West Deanfurt,Iowa,Cuba,47638,2024-06-08,Basic,Email
C000370,Justin,Thompson,jennifersanders@example.com,362.529.6178x402,"9153 Jackson Gateway Apt. 663, North Jeffreychester, MP 12376",Jamesshire,Montana,Bangladesh,35498,2025-07-27,Standard,Paid Search
C000371,Brenda,Avila,deborahfrank@example.com,758-447-0880x6303,"USNV Thomas, FPO AA 19275",North Janice,New Jersey,Anguilla,65586,2025-01-28,Premium,Referral
C000372,Jeffrey,Evans,omercer@example.org,725.614.3567x507,"1187 Alisha Club Suite 981, Karinaburgh, MS 15723",Briggsfort,Hawaii,Kenya,00684,2024-11-22,Basic,Paid Search
C000373,David,Allen,estradamary@example.net,(953)330-1498,"6434 Megan Inlet Apt. 888, South Johnberg, GA 86454",North Lori,Tennessee,Sao Tome and Principe,33444,2024-05-20,Premium,Social Media
C000374,Debbie,Jimenez,smatthews@example.net,001-491-268-0384x52908,"PSC 9583, Box 0655, APO AP 64810",New Janicemouth,Tennessee,Armenia,74434,2023-10-31,Basic,Referral
C000375,Ashley,Warren,lturner@example.org,600.411.9470,"579 Kenneth Spurs Suite 584, Thomashaven, WI 60941",East Bruceton,Illinois,Bermuda,50634,2024-07-11,Premium,Referral
C000376,Brent,Carr,dchen@example.net,971-290-9523x523,"2697 Miller Circles Suite 359, New Tammieberg, FL 15961",Douglasville,Vermont,Belize,41436,2024-09-20,Premium,Social Media
C000377,Melissa,Torres,devinarnold@example.net,(761)747-8987x14356,"5008 Daniel Circle, Gomezland, SC 10538",Martinland,Illinois,Guatemala,82489,2025-03-21,Basic,Email
C000378,Christopher,Smith,davisabigail@example.net,993.950.1997x844,"7185 Sara Villages Suite 009, West Alan, OK 31774",Rachelville,Louisiana,Timor-Leste,64169,2024-07-08,Basic,Social Media
C000379,Sara,Garcia,ryan80@example.net,935.697.7120x5179,"0957 Jay Wall, East Steventown, MI 50380",East Jasonbury,Indiana,Burundi,02218,2025-03-17,Premium,Referral
C000380,Catherine,Ramos,regina36@example.com,+1-617-856-3821x170,"56130 Kiara Bridge Suite 882, Christopherfort, SC 43957",Morrowfort,Nevada,Armenia,21006,2024-04-28,Basic,Social Media
C000381,Tony,Walker,jeverett@example.com,281-387-2662,"7469 Michael Hill, Maryland, MN 17498",Mitchellborough,Delaware,Kenya,43840,2024-10-10,Premium,Email
C000382,Michael,Garza,samantha53@example.net,(420)746-9275x36572,"1443 Anna Port Apt. 861, Donnafurt, CT 51622",Lake Kathrynmouth,New Mexico,Guam,08531,2024-06-27,Standard,Organic
C000383,Mark,Thompson,lweaver@example.net,+1-403-216-5495,"580 Kimberly Extensions Suite 690, Donaldview, MN 36678",North Randyshire,New York,Korea,99767,2025-05-17,Standard,Social Media
C000384,Danielle,Reyes,chapmanjohn@example.org,001-316-351-8150x163,"206 Patrick Island Suite 326, Mosleymouth, GA 20479",Tanyaside,Rhode Island,Antigua and Barbuda,44419,2025-06-30,Basic,Email
C000385,Alicia,Espinoza,madams@example.com,(602)739-7916x282,"418 Ward Point, Jeffreystad, WY 72315",Robertmouth,New Hampshire,Nicaragua,43588,2024-04-09,Basic,Paid Search
C000386,Ana,Mathews,lisajames@example.net,(295)392-2644,"746 Todd Field Apt. 678, Ravenfort, VT 64127",North Richard,New Mexico,Finland,96571,2023-11-04,Standard,Paid Search
C000387,Kara,Cantu,bjames@example.com,854-380-0611x88633,"1313 Charles Stravenue, Danaburgh, NV 76669",Port Jennifer,Oklahoma,Saudi Arabia,89467,2024-07-28,Basic,Referral
C000388,Samantha,Browning,sylvia84@example.com,001-746-533-1007,"08082 Patricia Rest Apt. 320, South Gina, VT 32466",New Kim,New Jersey,Jordan,82929,2025-05-31,Basic,Social Media
C000389,David,Bush,bburke@example.net,227.818.9835x33912,"46404 James Pine, Thomasberg, NM 97417",Stokestown,Rhode Island,Cyprus,58422,2025-06-22,Basic,Referral
C000390,Ashley,Diaz,brandon83@example.com,001-288-577-1716x9153,"726 Phelps Shoal Apt. 172, West Johnburgh, NE 48992",North Diane,New Mexico,Myanmar,31456,2025-02-25,Standard,Email
C000391,Pedro,Pineda,joshuagonzalez@example.net,646.539.7341x722,"69484 Simon Stravenue Suite 402, Feliciafurt, NJ 03398",Port Courtneyshire,Ohio,El Salvador,63988,2023-11-16,Standard,Referral
C000392,Mary,Brown,wvaughan@example.com,001-722-482-3520,"695 Cross Points Apt. 800, Lake Juliachester, NV 25090",Lake Michaelport,California,Guinea-Bissau,96460,2024-01-03,Standard,Social Media
C000393,Tyler,Mcclain,kyle79@example.com,862-926-4065x62379,"039 Caroline Pines, North Patrick, DC 22395",Matthewhaven,Colorado,Mali,19210,2024-03-05,Premium,Organic
C000394,Joe,Montgomery,jjones@example.net,(568)950-9630x176,"878 Williams Track, South Randyton, OR 44054",Ortizbury,Utah,Tonga,99152,2024-03-05,Standard,Email
C000395,Daniel,Mckenzie,michaelgraham@example.com,403.460.3485,"78065 John Turnpike, North Tanyamouth, AL 75197",Adamsstad,Virginia,Canada,06341,2024-07-01,Premium,Email
C000396,Anthony,Patton,anthonybenjamin@example.com,001-217-583-3637x8113,"Unit 8271 Box 8017, DPO AE 67105",Beasleyfurt,Georgia,Cocos (Keeling) Islands,32915,2025-03-31,Basic,Referral
C000397,Nicholas,Ramsey,clifford50@example.net,781.734.1768x48104,"38724 Mcdonald Drive, South Meghan, ND 76097",Port Johnport,Wyoming,Isle of Man,04098,2023-12-24,Basic,Email
C000398,David,Johnson,ashley64@example.com,+1-508-788-6492x55385,"912 Jasmine Club Suite 553, Gabrielleshire, AS 59503",Williamsport,Hawaii,Turks and Caicos Islands,69765,2023-10-28,Standard,Organic
C000399,Lisa,Tran,edixon@example.com,750-549-1293x59931,"01828 Spears Lakes Suite 826, Crystalville, NE 59816",Michelleside,Arizona,Georgia,19277,2025-06-18,Standard,Social Media
C000400,Mary,Stevens,ryan43@example.com,+1-559-201-1645x013,"62913 Jessica Ports, South Blakestad, PA 70702",Lake Joyfort,Louisiana,Cayman Islands,55794,2024-08-29,Premium,Email
C000401,Andrew,Johnson,emoore@example.com,770.727.5223x94326,"75919 Freeman Stream, West Joseph, VI 04440",Lauraview,Nevada,Taiwan,36712,2025-04-09,Premium,Social Media
C000402,Joyce,Dunn,nbrown@example.net,+1-940-439-0931x233,"308 Krause Drive, Robbinsshire, NM 59572",Nelsonfurt,Texas,Pitcairn Islands,91418,2025-05-23,Standard,Social Media
C000403,Sharon,Sawyer,delgadoalyssa@example.net,804-910-6599x5485,"29942 Santos Unions, East Amy, OK 70489",Port Rebeccaland,Florida,Lithuania,57035,2024-04-24,Standard,Referral
C000404,Monica,Kelley,bruce06@example.com,(383)647-4300x8825,"02151 Vanessa Coves Apt. 208, Perezland, NE 09773",Robertochester,Montana,Kyrgyz Republic,57906,2025-07-31,Basic,Social Media
C000405,Janice,Cervantes,hsmith@example.org,475.635.2014,"0482 Daniel Lodge, Port Angela, AR 51304",Chelseyberg,Kansas,Antarctica (the territory South of 60 deg S),31352,2024-11-09,Basic,Organic
C000406,John,Flores,joannepowell@example.net,(817)846-0310,"66366 Lindsay Burgs Apt. 412, Ortizton, NH 06592",East Christinebury,Connecticut,Pakistan,64447,2025-01-24,Basic,Paid Search
C000407,Maria,White,tanyagibbs@example.net,001-757-903-6465x588,"47326 Charlene Place Suite 100, Codyfurt, OH 45055",Jacksonhaven,Wisconsin,Iran,11042,2024-05-04,Premium,Paid Search
C000408,Raymond,Key,williamcampbell@example.org,824-465-3485x9168,"7385 Wong Ports, Lake Gina, CO 92754",Vazquezchester,California,Guyana,65957,2023-10-11,Basic,Email
C000409,Julia,Taylor,carrsamantha@example.org,4139988455,"9531 Rogers Lodge, Amyfurt, OR 01238",South Logan,Kansas,Lesotho,88988,2024-07-18,Standard,Referral
C000410,Ronnie,Frank,adriennerussell@example.net,227-637-0482x230,"85628 David Cove, Matthewfurt, PW 85417",Andreahaven,Maryland,Croatia,33462,2024-03-11,Premium,Email
C000411,Stephen,Reed,theresa04@example.net,242.205.1376x251,"0947 Riley Plains, Blevinsmouth, PW 20526",Samanthamouth,Alabama,Costa Rica,90789,2023-12-16,Basic,Email
C000412,James,Hayes,harrisjohn@example.org,+1-969-501-7084x341,"23589 Joseph Corners, Samuelmouth, CO 63671",Spencerstad,Virginia,Iceland,03474,2024-04-29,Standard,Organic
C000413,Blake,Ward,donnajohnson@example.org,+1-665-289-2123,"7381 Johnathan Lodge Apt. 425, North Christine, TN 73833",Michaelville,New York,Iraq,46411,2025-06-06,Premium,Social Media
C000414,Chase,Cuevas,brandon49@example.net,822-405-0084x2632,"6303 Gonzales Locks Suite 575, Carterburgh, MO 87586",North Kathy,Hawaii,Saint Martin,58072,2023-12-29,Premium,Email
C000415,David,Jones,dawsonamanda@example.org,+1-867-796-2981x392,"74465 Foley Loaf, Lake Stephen, NH 74673",Port Carolynmouth,North Carolina,Anguilla,51130,2024-12-21,Basic,Paid Search
C000416,David,White,gutierrezjohn@example.com,724-864-0032x81929,"544 Joseph Greens Suite 990, South Jasontown, FM 93204",West Carolburgh,Oregon,Burundi,73722,2025-03-04,Standard,Referral
C000417,Shawn,Sullivan,tjohnson@example.net,2756617576,"57664 Tanya Rapids, Port Charles, RI 57410",West Alicialand,California,Lebanon,89895,2024-02-07,Standard,Email
C000418,Megan,Taylor,eric30@example.com,001-535-573-8429x53495,"775 Rivera Mission, Dawnville, GA 70565",East Marissaburgh,Wyoming,Heard Island and McDonald Islands,90330,2024-10-07,Basic,Referral
C000419,Matthew,Jones,ashleybailey@example.net,508-936-5951,"8384 Thomas Plain Suite 086, Port Kellybury, AZ 24796",Tinaview,Kentucky,Indonesia,41972,2025-06-05,Standard,Email
C000420,Jennifer,Chen,michelledavidson@example.org,(723)652-2114x924,"22946 Sarah Valleys, Rachelland, WI 40023",New Kellichester,Wyoming,Micronesia,01098,2023-08-19,Basic,Referral
C000421,Brandy,Caldwell,susan45@example.com,001-203-411-3199,"582 Patrick Brooks, Port Nathanielville, AS 87192",Hesterview,California,Bulgaria,43212,2024-05-23,Standard,Social Media
C000422,Kevin,Reynolds,jonathan35@example.org,(957)388-7402x3287,"8730 Kelsey Lane, Troyberg, MT 22608",Helenland,Virginia,Belgium,92512,2024-12-10,Basic,Email
C000423,Tara,Best,nathanyang@example.com,(538)528-5614x230,"712 Gonzales Drives, Port Jasmine, PR 89796",Moralesland,Connecticut,Cape Verde,91218,2025-05-10,Standard,Social Media
C000424,Melanie,Chavez,ysolomon@example.org,758.732.1536,"65328 Nicole Mission, New Adam, CA 72669",North Tanyatown,Arkansas,Norway,88936,2024-08-29,Standard,Paid Search
C000425,Jeffery,Hogan,pwright@example.com,601-899-6741,"3778 Lauren Plaza Apt. 176, Bushbury, GU 09444",South Mikechester,Massachusetts,Timor-Leste,01104,2025-05-03,Premium,Paid Search
C000426,Joel,Wade,michaelhernandez@example.com,+1-727-365-9801x6049,"34502 Ashley Land, Salinasborough, AR 56906",Millerfurt,Massachusetts,Jordan,74049,2024-11-05,Standard,Organic
C000427,Stephanie,Jones,woodtracy@example.net,+1-302-614-7046,"213 English Plaza Suite 003, New Connie, MS 53770",Port Maryshire,Pennsylvania,Svalbard & Jan Mayen Islands,65103,2025-05-13,Basic,Referral
C000428,Pamela,Chavez,julianruiz@example.net,+1-831-443-8073x50852,"53830 George Crest, Owenside, AZ 43976",Lake Zachary,Michigan,Mayotte,13029,2025-01-18,Basic,Paid Search
C000429,Lauren,Jenkins,ryan65@example.com,+1-227-792-8882x018,"625 Carter Orchard Suite 399, West Brendabury, IA 72181",Lake Nicholas,Idaho,Martinique,33132,2024-11-26,Premium,Paid Search
C000430,Melissa,Meyer,patrickbrooks@example.com,755.501.6846x85564,"4467 Little Views, Evansside, OH 87135",North Christinaberg,Florida,Hong Kong,42068,2024-12-30,Basic,Email
C000431,April,Morris,jamie56@example.net,001-702-545-3259x52992,"188 Janet Mission, North Jameshaven, MP 53482",Port Sabrinastad,Florida,Barbados,92638,2025-01-26,Standard,Referral
C000432,Amanda,Hughes,kristinagibson@example.com,8754717711,"PSC 6051, Box 1145, APO AA 34662",Jacksonchester,Alabama,Nepal,51105,2023-10-04,Basic,Referral
C000433,Christopher,Griffin,ibarrett@example.net,724-516-6210,"262 Swanson Walk Apt. 402, Lake Randyside, MH 43211",Kennethburgh,Michigan,Saint Barthelemy,96837,2024-11-09,Standard,Organic
C000434,Michael,Alvarado,ahernandez@example.org,423-575-9617,"8546 Kimberly Unions Apt. 428, West Tricia, KS 80395",Silvachester,Michigan,Brunei Darussalam,13937,2024-06-09,Premium,Social Media
